F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,F22,F23,F24,F25,F26,F27,F28,F29,F30,F31,F32,F33,F34,F35,F36,Target
-24.34,99.06,16.3,-1.08,11.42,-96.02,-2091.19,26441.16,-957.94,-2303.77,-513.57,4.73,296.04,-119.07,1097.01,-394.32,221.17,343.32,16.2,320.07,-571.2,14.62,14,3681.74,10263.92,-106.52,2,72.03,Very high,-29564.58,-76.44,Rest,-9014.79,95.19,-68.18,-173.92,-215.51
-28.2,86.6,32.22,5.31,9.84,-60.7,-1511.29,23322.33,-1244.18,-1387.4,1055.4,12.25,321.39,-214.11,2866.2,-791.28,-129.91,0,9.45,-288.51,-618.14,11.42,10,2876.2,11742.34,-78.55,6,418.62,Low,-24122.91,-114,USA,-18167.74,63.3,-72.49,-176.79,-138.17
-58.64,-6.94,25.08,11.7,12.67,-149.48,-2902.19,18780.81,-1699.52,-104.02,2091.51,15.25,315.36,-427.41,2895.15,-400.5,-125.49,0.02,13.74,-16.9,-683.16,1.54,4,3546.28,17869.88,-85.8,10,-1891.17,Medium,-26391.96,101.3,USA,-11768.35,65.79,-71.54,-175.61,-155.24
-25.76,194.22,12.22,13.56,12.89,-37.04,-2162.35,28348.32,-1465.28,2337.22,723.57,10.34,297.12,-454.74,2375.01,-557.4,154.05,0.04,18.75,-119.01,-578.3,-1.74,4,2731.44,18131.12,-112.56,16,-59.31,Medium,-15182.7,-63.26,USA,-9687.57,56.82,-58.55,-218.05,-19.27
-31.44,197.76,15.46,3.84,10.61,-68.28,-2026.38,21088.86,-362.8,-5433.4,1687.26,10.2,346.68,-298.41,2322.87,-568.68,461.5,21.39,14.28,437.18,-463.26,0.36,8,2313.42,19227.22,-132.22,10,-1726.41,High,-23284.47,-160.52,UK,-8789,57.63,-50.32,-188.46,1834.44
-22.98,118.56,25.5,-11.7,12.31,-142.92,-1971.18,33344.79,-554.44,953.02,511.05,8.95,381.3,-159.27,3214.32,-451.44,-139.01,94.5,0.63,-368.79,-377.74,-8.56,8,3407.48,18690.76,-74.43,6,1813.89,Medium,-11097.66,57.48,UK,-14620.5,55.98,-86.32,-138.25,2833.69
-24.8,76.08,40.26,1.05,12.18,-89.14,-1908.88,30023.91,-1470.04,3811.75,1488.12,8.56,332.7,-257.13,3961.89,-564,-86.76,1.94,0.78,312.53,-523.3,10.28,8,3817.34,14259.94,-70.75,8,200.58,Very high,-15256.29,-105.66,Europe,-13117.03,60,-25.53,-246.27,2962.94
-29.3,198.46,28.96,4.86,8.1,-189.64,-2316.76,26399.49,-1324.78,-5081.44,1981.44,9.64,277.68,-149.52,3496.14,-505.68,-209.42,2.18,14.52,-652.86,-503.14,1.76,8,3360.5,14752.28,-103.64,12,256.86,Very high,-18761.07,2.52,Europe,-12317.49,56.37,-72.91,-199.96,2404.8
-10.6,82.26,26.72,1.44,11.56,-189.04,-2111.31,31126.38,-1448.72,-211.65,1383.09,6.74,405.03,-493.56,2365.65,-515.58,41.89,4.34,22.41,80.08,-515.54,12.34,6,2719.76,10949.76,-140.28,12,666.48,Low,-2806.71,-37.56,Rest,-8445.95,69.3,-39.74,-185.88,-341.11
-35.26,256.84,27.04,0.03,8.14,-120.52,-2910.26,38312.07,-1082.08,-108.42,2152.23,12.4,378.81,-152.55,4895.46,-634.32,-187.82,41.97,10.74,-39.58,-463.84,4.84,6,4126.32,18668.44,-124.48,12,1468.23,Low,79.59,-50.2,Europe,-12872.75,54.51,-50.85,-190.72,3563.3
-30.64,106.82,26.9,12.63,10.91,-127.34,-2783.7,36011.61,25.38,1143.01,796.74,10.52,296.49,-95.31,1989.03,-469.59,194.72,1.96,4.92,147.07,-570.68,-1.28,6,4383.3,19044.88,-143.09,12,258.06,Low,-10673.13,-52.22,Rest,-3897.13,61.68,-70.3,-175.97,2084.18
-37.82,45.08,23.3,7.56,14.35,-71.94,-2072.64,27660.57,-1613.5,-501.52,1343.73,12.68,264.45,-302.76,3517.74,-676.44,35.05,1.86,11.73,81.22,-482.08,4.84,8,3875.26,16169.68,-52.94,8,-1063.11,Very low,-13399.83,-85.14,Rest,-11400.75,80.58,-47.13,-150.71,-1427.67
-24.88,70.7,29.32,-9.54,5.32,-181.38,-1379.3,25430.64,-1317.92,-415.34,2007.09,21.61,326.85,-192.03,3579.42,-559.14,22.32,0.01,41.82,-187.9,-581.98,10.8,6,4427.28,15144.44,-155.53,10,-445.32,Low,-21741.69,145.9,USA,-11521.23,64.02,-19.68,-184.93,-149.45
-74.88,73.24,19.86,-8.1,15.34,-148.68,-1933.32,33662.28,-1195.68,6240.14,1170.18,15.79,-44.91,-77.37,2035.86,-550.14,30.96,0.03,22.83,262.26,-592.26,8.2,4,2839.3,23571.52,-74.28,10,1592.7,Low,-18332.97,-124.02,Rest,-14282.72,61.38,-94.37,-157.89,-626.52
-34.2,-23.28,35.2,13.38,14.87,-139.26,-1983.99,37997.97,-1932.26,1591.76,1284.18,13.82,496.02,-340.8,1912.47,-848.43,-296.86,4.47,8.85,569.27,-597.96,3.42,2,3335.56,20562.86,-105.56,12,-184.95,Very high,-26996.76,36.76,Rest,-8080.51,72.06,-3.7,-137.92,-588.29
-20.12,-64.04,14.06,10.98,19.85,-175.32,-2278.89,17713.05,-1337.02,-1176.12,-137.1,11.43,224.22,-274.89,3045.78,-851.25,79.3,0.17,6.75,-431.46,-527.88,-13.6,10,3219.46,16831.74,-141.44,12,607.14,Medium,-8007.3,-99.14,UK,-11952.7,57.54,-43.22,-162.64,455.03
-29.94,-41.36,19.78,11.88,15.81,-186.14,-2144.34,30591.36,-1950.22,-5048.82,13.47,14.97,465.6,-219.63,3352.32,-714.27,-247.36,0.12,0.57,10.19,-557.92,9.38,6,1651.18,21678.58,-121.85,6,-1356.51,High,-31848.42,-190.48,Europe,-15579.05,60.99,-24.59,-275.3,105.41
-14.82,90.96,14.18,11.88,11.05,-100.42,-2051.95,37037.55,-390.28,-847.41,1131.96,9.55,348.27,-239.73,2665.92,-610.44,19.51,1.58,3.81,479.81,-426.3,6.04,10,5158.72,20560.64,-92.08,8,399.27,Very high,-18098.31,-264.54,Rest,-14593.88,57.48,-33.35,-187.05,2784.99
-16.98,146.52,18.2,12.99,12.52,-124.38,-2888.35,23256.33,-1228.36,-4851.17,964.83,14.18,312.12,-310.68,1206.36,-682.83,-180.63,0.12,7.05,244.41,-582.04,11.46,10,4116.9,18686.94,-103.65,10,-86.82,Very high,-31327.32,-112.08,USA,-10792.8,54.36,-65.51,-223.46,353.24
-32.58,215.62,20.62,9.33,9.28,-58.42,-1480.58,30158.22,-1517.6,-5354.27,-386.49,13.26,2.13,-97.44,2858.88,-464.49,-386.84,0.06,37.47,369.72,-500.96,14.14,12,3042.82,20137.84,-168.18,14,804.66,Medium,-23065.17,3.4,UK,-9127.48,55.86,-93.45,-137.55,-559.43
-26.04,116.26,33.86,13.53,11.42,-101.68,-2185.45,18658.29,-858.46,795.3,1449.63,6.6,271.47,-306.03,2707.23,-688.2,160.21,616.82,7.89,394.49,-593.78,9.66,2,2526.1,18677.28,-131.66,12,-801.24,Very low,-24649.83,-105.76,Rest,-8302.26,74.91,-71.35,-167.48,-39.38
-15.96,3.56,18.26,-3.78,11.76,-194.84,-1898.02,17424.39,-1557.38,-2621.93,1036.74,10.85,348.93,-179.55,4153.41,-298.38,-300.55,185.52,6.3,-51.34,-635.18,1.34,2,3333.72,28123.3,-62.17,2,-1579.98,Very high,-7811.07,-87.22,Rest,-8315.56,63.24,-43.55,-226.3,2983.28
-28.58,58.4,30.44,2.73,9.78,-266.96,-1449.85,29376.33,-2198.92,-4668.68,532.32,17.44,284.37,-104.61,1014.9,-746.22,247.98,0.01,20.76,245.56,-460,7.4,2,3524.84,15968.84,-32.6,6,418.89,High,-7521.99,-25.4,UK,-9647.21,55.56,-60.07,-179.81,811.93
-31.18,90.16,23.64,14.76,12.38,-125.18,-2694.38,23156.28,-1967.3,3126.04,-300,12.87,430.83,-162.9,3543.15,-391.17,-151.3,0.22,11.64,-93.82,-647.48,-11.64,14,4182.86,24865.58,-107.69,14,1032.75,Very low,-32723.67,-129.48,Europe,-12183.14,60.54,-38.49,-102.73,-161.08
-27.96,169.62,25.38,6.96,12.83,-167.36,-2237.53,26768.73,-621.8,-2560.24,2270.46,12.94,466.68,-289.35,3391.35,-388.68,-430.56,0.08,10.53,-173,-421.66,3.56,6,5298.5,20599.72,-135.76,4,-291.69,High,-2264.97,147.86,Rest,-10933.23,67.41,-100.17,-187.3,2372.57
-32.76,61,11.82,22.47,7.1,-161.2,-3077.51,181.86,-1398.84,-4480.12,-361.44,19.02,345.36,-179.07,1874.07,-868.77,-196.99,14.37,30.06,282.08,-435.46,15.54,2,3076.58,23495.64,-123.65,10,97.56,Low,-29954.52,-130.18,Europe,-13934.4,54.78,-109.07,-191.44,1577.69
-15.72,171.38,23.92,18.33,19.38,-161.96,-2278.19,22954.74,-1075.4,-7146.58,394.8,11.57,503.01,-296.34,2301.81,-535.47,21.09,0.01,18.81,228.85,-400.48,8.36,8,4907.46,18240,-122.78,12,-374.58,Medium,-35437.95,-142.8,Europe,-10772.08,57.36,-63.68,-183.72,-134.3
-16.24,33.5,40.14,-1.65,10.07,-155.92,-2192,22314.75,-938.32,-5992.61,302.46,8.09,195.33,-280.38,3023.79,-553.62,-201,3.62,23.64,786.24,-539.1,10.22,8,2325.06,18030.4,-102.67,8,3.6,Low,-8693.85,35.54,UK,-17651.59,67.59,-71.84,-224.85,705.78
-21.84,-34.22,26.08,3.84,8.94,-77.1,-2089.94,29781.48,-976.16,159.58,606.66,11.98,193.71,-237.78,2141.19,-749.07,-247.96,0.04,8.79,73.69,-534.14,26.62,10,3251.62,18467.6,-144.91,8,2414.91,Very high,-20333.07,336.84,Rest,-10354.98,55.35,-85.52,-213.12,2064.84
-32.56,180.72,20.4,10.5,11.81,-119.22,-2573.18,11108.67,-1748.76,-2358.78,1312.86,8.33,212.61,-156.03,2386.5,-805.74,-11.51,0.01,2.64,-210.16,-526.08,14.44,10,3728.52,22505.3,-107.32,6,298.68,High,-21470.94,-130.44,UK,-14754.3,98.49,-87.68,-54.28,-2280.58
-43.96,48.32,21.68,29.43,6.86,-122.56,-2200.03,33900.48,-1732.92,1721.18,2602.11,20.77,401.43,-170.22,3837.45,-556.2,157.22,1.29,42.75,46.46,-488.52,2.74,10,2695.24,16347.52,-118.78,2,1324.95,Medium,-25424.13,-55.8,Rest,-13789.44,55.83,-69.61,-144.02,1621.02
-36.2,204.24,30.98,14.61,10.66,-152.92,-2572.43,37199.64,-473.22,4923.62,1135.35,14.95,321.39,-203.73,2804.07,-621.12,226.68,0.05,6.63,-21.69,-562.7,2.48,8,3483.94,8620.86,-88.73,6,2211.9,Very high,-22776.18,-159.04,Europe,-13190.75,78.45,-28.59,-176.35,539.03
-28.36,139.14,28,33.81,6.12,-112.52,-2485.31,37971.69,-2656.04,2089.81,1610.07,8.41,285.36,-276.66,3547.23,-390.33,-267.58,2.55,8.61,-284.97,-567.9,22.52,10,2950.2,22955.72,-148.82,10,52.41,High,-23767.35,-69.68,Europe,-14398.55,54.03,-83.56,-357.66,175.1
-27.6,210.36,25.58,10.86,10.69,-143.16,-2403.7,28923.12,1286.82,572.07,1863.87,10.76,410.76,-263.01,1854.9,-489.24,-232.87,61.39,14.52,234.84,-468.5,13.5,8,3359.62,18411.02,-160,8,732.39,Medium,-32465.01,-68.1,Europe,-6691.62,60.09,-53.45,-201.53,3819.7
-40.44,132.96,30.1,16.56,11.96,-40.54,-1817.15,27104.46,-1532.8,-754.91,1202.07,-0.99,708.33,-287.1,3742.89,-680.07,-453.76,0.02,9.99,78.61,-790.9,4.14,6,3035.32,19350.94,-81.33,6,753.63,Low,-16377.39,-208.42,Europe,-10555.99,54.87,-89.15,-172.67,542.59
-20.46,119.88,28.3,10.86,12.02,-191.14,-2466.88,19175.91,-737.22,-3582.04,993.75,15.38,190.95,-75.96,2951.16,-559.8,-126.61,1.08,6.15,400.19,-667.88,-6.04,2,3428.64,21232,-61.76,2,1856.37,Very low,-30541.95,-138.32,UK,-6913.26,74.1,-49.63,-185.16,554.7
-29.48,104.22,20.98,-0.09,13.9,-179.46,-2724.35,38572.2,-962.8,-5338.43,1492.5,5.8,295.53,-192.57,4068.54,-563.1,-465.23,0.65,16.59,-39.51,-498.6,10.28,8,2358.16,22761.12,-78.17,12,1538.67,Medium,-7519.26,-46.2,Europe,-8532.76,53.82,-122.88,-179.94,2599.94
-29.74,92.16,24.4,11.4,10.49,-184.34,-2270.65,22825.89,-890.28,-2283.52,-645.33,11.22,273.18,-145.86,4172.13,-431.19,-480.51,2.36,11.4,458.25,-504.5,8.7,4,3686.74,13765.82,-138.59,4,-160.32,Very low,-1319.1,21.36,USA,-13546.21,69.6,-60.61,-182.64,595.52
-31.64,239,25.36,18.72,14.53,-58.28,-2158.63,24249.75,-777.6,-63.61,402.93,12.2,173.88,-205.2,2877.33,-490.53,-463.64,0.04,7.26,-155.68,-541.02,-2.74,6,2867.98,19124.78,-113.93,10,278.7,Very high,-20800.2,31.5,Rest,-10258.86,63.78,-71.38,-189.9,920.68
-43.52,21.8,24.28,6.03,7.35,-140.02,-2482.4,21258.12,-587.1,-1554.98,851.61,8.11,212.67,-267.84,3812.64,-669.96,-130.32,0.33,14.91,-131.25,-351.86,-9.46,6,3495.78,18057.76,-114.87,8,540.63,Medium,-9925.71,-55.22,UK,-9323.53,57.42,-62.23,-233.66,1607.46
-41.8,91.86,19.94,14.1,10.05,-154.8,-2470.59,1814.43,-1361.94,-2602.07,1443.27,12.31,602.88,-286.59,2267.07,-630.93,211.22,0.16,15.12,330.43,-624.62,12.12,6,3251.58,14960.26,-144.55,10,-246.36,High,-28999.92,-114.06,Europe,-14889.26,64.95,-80.88,-159.11,13.38
-22.98,37.2,5.76,9.84,13.65,-201.1,-1610.4,22688.01,-1929.78,-4222.91,1627.23,17.7,354.3,-300.75,4347.57,-598.35,-229.19,2.64,18.06,-16.77,-567.8,25.24,6,3011.54,25653.94,-58.39,6,898.98,High,-18072.66,-22.48,Rest,-13891.3,56.25,-9.74,-194.75,2108.13
-34.98,126.94,23.62,15.51,6.96,-102.28,-2054.23,26463.18,-570.92,2881.48,1091.61,13.38,206.73,-260.52,698.79,-791.07,-696.8,0.07,16.35,-493.79,-513.62,4.94,12,3350.42,26790.98,-90.4,8,1844.22,Medium,-25224.42,-106.34,Rest,-12727.35,56.01,-76.3,-152.11,1071.07
-23.34,-173.98,24.52,8.88,2.17,-72.28,-1661.53,26008.95,-422.6,1684.55,2433.03,16.84,253.38,-195.99,1969.11,-509.67,-1.74,4.41,8.34,512.16,-547.36,12.52,14,4457.76,25723.06,-158.25,4,1555.68,Very low,-33696.27,-75.72,UK,-13327.79,55.38,-66.46,-163.2,1204.76
-29.28,-58.66,30.4,7.83,15.39,-89.6,-2301.04,27321.33,-2172.02,-2571.88,923.49,10.68,58.89,-240.09,2790.81,-661.2,-107.56,82.1,8.1,16.32,-468.94,2.6,12,3141.26,20688.98,-106.81,6,-102.09,High,-21391.56,-117.1,UK,-9642.69,59.37,-104.57,-182.11,1129.74
-28.22,82.96,41.16,5.55,14.92,-75.5,-2195.87,38909.46,-1455.28,-1024.26,1094.85,9.78,469.14,-278.55,3500.67,-516.6,21.34,2.97,6.81,-84.36,-633.78,7.32,18,3159.66,17530.08,-131.68,2,478.02,Medium,-3897.51,72.32,Rest,-6247.39,55.17,-137.12,-270.34,2511.5
-27.34,173.52,24.82,7.41,15.78,-74.98,-2404.1,21752.1,-1977.82,2606.65,2113.44,1.19,278.13,-252.24,1938.57,-603.87,-311.36,0.07,11.73,225.64,-507.9,-4.42,8,5071.54,16704.66,-112.91,8,478.08,Very high,-1108.47,-56.36,Rest,-10145.47,70.5,-70.38,-119.63,-167.59
-32.08,210.86,24.4,7.59,10.65,-140.24,-2381.18,12850.74,-302.74,-1740.85,1156.86,13.82,416.79,-278.22,3213.45,-574.89,10.35,0.58,3.21,-164.54,-549.92,5.78,8,3586.96,15679,-165.72,0,-562.74,Very low,-19472.46,-86.96,USA,-14333.53,64.08,-45.62,-152.58,760.96
-29.46,65.3,22.88,14.4,11.6,-184.8,-2028.32,44188.5,-571.08,-506.46,348.51,10.59,328.5,-324.57,4975.77,-592.89,1.78,0.06,14.25,249.69,-547.54,11.28,14,3298.4,17359.4,-135.79,6,445.14,Low,-27071.04,-82.9,Rest,-15816.87,57.12,-119.74,-175.1,159.71
-29.3,50.24,6.24,0.42,6.89,-113.52,-2541.09,31310.46,-1867.84,-193.03,653.4,7.31,282.48,-251.55,2478.69,-647.76,-210.35,0.44,9.15,385.89,-489.44,8.52,6,2238.24,25539.42,-108.52,16,485.04,Very low,-20970.39,-136.72,USA,-10420.3,56.43,-99.44,-189.43,-151.98
-28.42,124.14,30.96,12.72,7.89,-146.28,-2431.46,26747.46,-1805.34,-2839.1,1512.15,12.77,312.9,-481.29,2313.93,-466.23,-12.3,2.12,9.63,162.57,-533.54,7.6,10,2455.12,19608.76,-98.37,6,2245.62,Medium,-19975.71,-24.26,USA,-7470.64,65.4,-27.8,-56.72,223.22
-24.78,105.04,17.1,2.85,15.53,-133.66,-1607.53,19685.55,-387.28,-4680.08,863.91,10.22,285.12,-362.16,2385.06,-455.49,30.28,0.08,3.36,-59.41,-637.46,7.98,6,3020.06,13667.92,-100.21,8,1664.16,High,-12405.6,-98.56,USA,-9639.11,60.09,-82.19,-204.87,933.26
-26.7,144.08,33.68,9,14.34,-104.94,-2070.39,22475.94,-1114.44,-5004.24,809.67,14.71,293.04,-309.81,2328.69,-562.47,-67.5,0.06,7.47,6.29,-598.14,-16.14,10,3192.54,22558.36,-103.18,12,550.17,High,-19969.8,15.04,UK,-9548.82,58.05,-69.31,-191.17,346.37
-28.52,74.3,41.22,13.41,10.96,-153.82,-1830.55,37878.57,-1663.84,-4003.95,1388.88,14.43,396.51,-345.24,2214.33,-638.07,172.51,0.41,5.61,161.78,-567.34,13.16,6,3245.12,20439.24,-115.84,12,51.54,High,-26713.98,-171.46,USA,-9952.83,67.29,-80.49,-158.07,-44.3
-13.36,190.92,23.72,-6.09,10.58,-157.92,-2405.79,35275.59,-1806.3,-879.14,2919.75,12.54,247.56,-262.17,3542.76,-748.32,51.66,0.94,0.6,448.79,-562.04,5.76,8,4196.56,12592.3,-94.49,4,-653.04,Very low,-9828.3,-26.1,UK,-12492.99,76.5,-67.99,-178.27,-447.31
-33.74,75.74,33.46,12.39,10.87,-224.98,-2293.86,26397.75,-987.56,-6765.85,968.34,12.4,515.97,-313.77,3124.41,-546.3,101.68,0.73,23.55,40.17,-499.12,3.62,6,3254.36,21610.24,-130.03,4,1218.09,Low,-8280.84,-146.62,Rest,-7860.64,58.26,-101.94,-200.35,2427
-30.16,73.76,23.52,9.12,9.04,-70.16,-2259.4,42261.99,-1531.32,522.58,627.87,12.23,420.57,-265.68,3837.9,-522.21,398.21,0.15,11.7,4.86,-611.86,-1.56,6,3272.72,18943.1,-109,2,641.82,Very high,-9448.56,-173.58,UK,-9400.37,69.45,-59.27,-200.85,1279.99
-21.48,-3.56,22.4,1.47,19.03,-125.32,-2650.34,18989.19,-2011.08,1523.31,1449.12,15.45,320.88,-325.02,1982.19,-538.65,-141.99,1.72,4.5,25.98,-556.4,-1.22,4,3243.74,15479.5,-99.38,4,727.47,Low,-14347.62,52.5,Europe,-14510.79,61.74,-91.32,-229.12,1359.97
-27.86,95.64,23.3,12.18,12.49,-178.76,-2121.56,25137.75,-670.72,-4483.22,566.28,10.91,271.95,-211.17,3552.24,-469.29,4.83,0.24,19.89,237.42,-529.48,3.52,10,1861.12,11830.92,-151.83,2,900.18,Very low,-23669.31,-142.52,Rest,-9405.23,59.97,-94.09,-251,1189.99
-26.58,126.44,11.08,-3.09,14.29,-161.06,-2474.44,11875.89,-522.56,-4783.5,2285.22,6.76,305.01,-255.12,2492.79,-565.83,-30.87,14.65,13.8,3.92,-446.4,12.38,6,2422.14,22250.12,-148.73,16,518.73,High,-19561.47,-187.64,USA,-5874.64,60,-87.1,-196.7,649.41
-23.34,71,21.7,8.82,18.21,-153.24,-1982.34,21804.51,-1090.12,2423.07,1370.97,11.16,292.41,-310.14,4425.87,-570.57,109.31,4.93,8.82,-377.58,-429.04,15.04,10,3157.46,10477.36,-139.73,10,968.19,Very low,-22133.82,-73.72,USA,-13427.18,62.76,-75.94,-243.8,101.22
-26.36,108.64,14.58,23.55,15.35,-242.86,-1536.23,28899.87,-1325.5,-3046.11,955.8,9.2,280.98,-301.92,3055.56,-650.13,491.98,0.03,7.62,-125.62,-474.9,7.88,10,3295.94,22239.84,-83.55,10,-94.53,Very high,-16050.09,-90.8,UK,-11344.61,58.47,-4.85,-210.92,598.78
-38.6,-16.78,21.72,4.89,14.78,-156.9,-2536.17,5153.16,-161.5,-120.35,783.66,8.03,314.58,-237.66,2875.17,-625.26,-290.74,33.37,5.58,122.61,-514.4,6.68,16,3127.82,17410.54,-89.28,8,-91.65,Very high,-4742.31,-95.86,UK,-10550.19,55.38,-92.93,-113.79,2871.42
-22.56,124.8,29.24,15.15,11.25,-151.8,-3275.74,27179.82,-1515.58,467.08,-329.64,10.75,300.66,-343.59,2792.31,-575.52,349.22,0,5.79,-341.07,-734.94,7.84,0,4559.82,23880.14,-120.37,4,802.71,Very low,-30720.9,-67.78,UK,-4254.3,66.03,-46.78,-264.27,-1171.58
-33.1,181.16,19.2,15.09,14.28,-148.64,-2485.04,24297.36,-1500.92,-4909.04,693.54,11.28,175.23,-256.44,4471.41,-259.02,2.25,0.05,5.67,230.57,-489.94,21.78,10,3123.56,22518.66,-157.63,4,-178.98,Very high,-22793.4,-206.18,UK,-11971.64,80.55,-109.05,-184.41,-358.11
-21.56,230.86,32.22,16.26,10.19,-108.98,-2875.98,35282.73,-1426.4,-1020.74,473.67,17,292.56,-291.93,2214.72,-643.65,166.02,0.1,8.97,-121.45,-546.88,1.06,14,3474.02,16104.14,-168.88,8,30.69,Very low,-22938,-189.98,Europe,-10929.68,89.01,-98.47,-212.37,-162.1
-15.24,-12.42,17.56,-3.81,7.61,-19.52,-1979.88,31718.34,-1979.4,-7659.27,1750.32,15.32,347.94,-126.21,4063.65,-490.98,-1.69,71.49,10.32,199.88,-499.52,-5.54,6,3557.22,12403.72,-105.5,4,132.93,Very high,-27726.93,-113.56,USA,-16382.98,53.79,-60.13,-202.07,1355.22
-26.7,79.22,28.62,-9.24,23.36,-127.5,-2668.32,26872.05,-1583,-821.49,2065.95,28.77,554.28,-161.82,2738.46,-708.9,-223.86,0.05,14.34,-47.59,-703.88,5.98,10,3720.98,10069.36,-87.32,10,-32.46,Medium,-21592.65,-3.04,UK,-9192.2,66.9,-93.8,-250.97,-708.14
-32.74,94.44,21.18,5.31,9.98,-62.5,-1858.75,24748.26,-1341.92,-3966.09,1885.89,11.95,-112.92,-293.4,1368.99,-360.06,-549.42,2.02,10.56,257.44,-487.32,15.04,6,2703.54,19069.48,-92.52,4,1299.54,High,-8427.84,-107.74,Rest,-10135.86,84.66,-66.54,-162.04,244.48
-33.14,-18.9,24.18,26.01,1.53,-52.4,-2252.98,21825.21,-835.78,-4689.94,1414.35,13.12,194.52,-238.26,2943.03,-659.97,-609.92,3.33,11.73,-202.26,-535.06,11.16,4,3201.9,8807.16,-96.84,4,-735.48,Low,-19901.76,-70.92,Rest,-13986.25,71.07,-61.72,-169.53,1174.61
-30.22,169.6,19.92,8.88,11.8,-54.96,-2055.85,40323.96,-1529.2,982.99,1310.73,13.02,280.86,-293.25,3057.33,-506.88,62.66,0.06,16.38,343.21,-557.52,-21.44,6,3826.38,21077.24,-143.06,12,2545.02,Very high,-11084.34,-137.38,Rest,-6102.35,52.56,-73.07,-117.92,1858.49
-26.06,114.78,30.8,27.63,8.2,-116.38,-2158.8,26927.82,-483.76,524.46,435.78,7.91,445.8,-316.77,2572.5,-647.25,43.1,0.05,3.27,71.59,-659.84,3.22,10,4299.66,11718.7,-86.99,4,1311.57,High,-24624.57,-212.14,UK,-15786.68,54.24,-68.48,-132.48,1759.64
-30.62,142.98,27.84,6.63,14.34,-125.02,-1720.21,30790.14,-1351.82,-2274.05,1348.68,13,292.98,-255.12,2262.57,-636.69,-65.57,0,3.96,103.48,-457.88,5.16,8,2718.02,22928.08,-58.78,6,753.57,Low,-38464.65,-80.2,UK,-10924.85,80.49,-57.42,-247.15,-2176.45
-44.4,73.04,21.1,8.55,15.54,-173.58,-2401.31,28352.91,-2381.02,3434.2,1586.1,10.12,193.65,-356.13,4881.42,-389.13,-260.34,0.51,2.79,47.63,-730.78,-3.3,8,3888.76,8912.04,-140.04,14,161.28,Very low,-9930.57,-63.62,Rest,-10701.24,64.71,-83.18,-181.75,-1458.6
-34.06,175.54,19.06,13.8,11.09,-150.38,-2549,28807.35,-1118.28,-2346.26,594.6,11.8,403.32,-294.18,1843.26,-591.48,-212.37,16.29,12.96,291.19,-471.52,27.82,4,3582.16,15074.78,-128.08,4,-918.36,Medium,-5180.67,32.16,Rest,-7101.86,62.55,-71.76,-167.07,2783.21
-28.8,20.3,26.18,16.56,13.53,-120.64,-1158.3,25245.6,-1504.36,-833.43,571.56,11.62,371.16,-281.37,2742.27,-749.64,-132.39,1.61,0.36,274.9,-485.9,9.02,8,3143.62,20308.78,-128.92,10,-830.61,Very low,-11875.5,-92.58,UK,-12321.39,69.24,-78.09,-156.92,-402.8
-24.7,-6.66,30.08,17.91,12.61,-77.56,-2497.87,42998.64,-1813.38,99.86,790.53,22.64,252.42,-289.35,3859.56,-477.54,-4.18,0.26,12.18,262.24,-439.56,13.96,8,4630.24,16927.42,-171.13,6,943.11,Medium,-5498.43,1.96,UK,-12094.33,72.33,-101.6,-195.51,82.37
-26.1,129.68,22.5,14.94,14.13,-69.12,-2917.34,27741.57,-743.9,-604.49,-261.06,12.08,72.72,-353.4,2702.73,-403.86,155.19,0.04,33.57,464.79,-618.58,-11.32,4,732.48,17664.92,-135.75,6,-419.61,Very low,-22599.57,-66.54,UK,-13022.49,57.87,-80.2,-219.62,444.36
-20,79.5,17.52,16.08,12.09,-162.3,-2002.64,13063.11,-1252.04,-3935.08,439.92,9.98,236.22,-282,1918.35,-495.06,271.9,0.28,13.62,171.25,-558.8,8.34,6,2561.64,15208.4,-127.35,12,-1719.57,Very high,-9040.29,-70.74,Europe,-7337.21,71.43,-67.12,-197.91,178.53
-15.84,200.26,21.1,2.49,17.33,-214.5,-3277.3,25414.32,-1659.48,609.55,1242.93,10.17,258.12,-333.63,3208.44,-647.01,367.75,480.87,7.83,-8.71,-514.76,-0.78,8,2739.96,15792.7,-91.1,6,891.93,High,-13135.65,-26.06,Europe,-16316.18,53.01,-100.54,-368.1,3807.43
-31.62,77.02,22.14,3.3,9.76,-46.64,-1514.49,33180.66,-1230.88,-2143.88,2738.67,-3.29,691.62,-315.81,1998.66,-616.41,-259.69,0.27,11.25,-226.81,-173.06,-0.06,8,4292.94,14059.82,-93.05,14,1986.15,Medium,-13509.78,-240.02,USA,-10885.49,54.66,-32.82,-150.26,290.26
-27.4,121.42,20.18,9.9,23.23,-81.54,-1555.96,27178.14,-2226.1,-1018.78,-358.74,15.02,202.11,-199.5,2687.94,-355.2,-42.5,0.17,13.95,336.81,-496.98,15.1,6,2913.08,13035.98,-107.89,8,-165.36,Very low,-22840.32,-142.66,USA,-15520.88,65.58,-59.67,-176.21,-192.95
