F1,F2,F3,F4,F5,F6,F7,F8,F9,F10,F11,F12,F13,F14,F15,F16,F17,F18,F19,F20,F21,Class
1,170.346,-6820.26,5.4,-2878.74,9.5247,-2.4293,-4.50491,5058.04,35271.858,-3.82,8469.44,-2.35363,0,0.132326,-3.411,-1533.54,-6.0057,-8553.75,-14.3799,,False
0,172.952,-4145.15,5.857,-2652.29,11.1402,-2.4204,-6.672,5022.84,35214.66,-3.82,8919.06,-2.943,1,0.1482,5.043,-2381.34,-7.3494,-4044.15,-13.4925,-54.93,True
1,171.966,-4346.96,5.314,-2810.36,12.354,-2.7111,-5.2157,5441.04,35222.76,-3.82,8625.96,-2.405,0,1.547,30.183,-1498.14,-6.2502,-5895.75,-13.3935,,False
1,166.036,-4089.66,6.496,-2757.516,12.852,-2.5253,-6.715,5683.22,38286.33,-1.82,8843.7,-5.788,1,0.4779,1.497,-1702.22,-9.381,-4492.35,-15.87,-51.63,True
1,188.9,-4189.55,3.8964,-3333.34,10.2981,-5.161,-7.501,5695.32,36442.23,-1.82,10611.46,-4.403,1,0.135971,-2.655,-1734.94,-5.0523,-4511.19,-19.431,-47.88,True
0,188.14,-4299.27,3.9525,-1430.74,10.9281,-4.13,-5.0971,5882.26,35422.89,-1.82,8572.14,-4.429,0,0.14344,10.4601,-1867.96,-6.0099,-4562.49,-14.7942,-45.15,False
1,209.14,-3366.06,4.929,-2842.55,9.8943,-2.1547,-4.6547,4332.04,31241.13,-3.82,8643.2,-4.792,0,0.8399,-9.804,-1629,-5.6595,-4433.37,-13.7022,-45.66,False
0,223.72,-3781.16,4.1457,-2133.44,13.206,-2.5365,-4.9504,5417.84,35238.69,-3.82,8782.64,-2.9077,0,0.1308949,9.8547,-1957.28,-5.1294,-3914.85,-15.7584,,True
0,172.822,-4358.46,4.3403,-2942.64,10.7073,-2.3671,-5.0101,3082.24,35241.84,-1.82,10487.06,-5.114,0,0.20263,33.987,-1917.5,-5.0316,-4225.8,-13.4142,,False
1,182.514,-3822.56,4.1447,-2814.63,11.3226,-2.3189,-5.0435,3902.84,35351.13,-3.82,9731.86,-2.7392,0,0.2583,-4.419,-1827.44,-5.4297,-3813.15,-14.6982,-54.81,True
1,194.72,-3868.96,4.7047,-2451.94,11.9229,-3.216,-5.483,5574.04,35501.91,-1.82,8871.66,-4.029,0,0.4609,10.6347,-2320.34,-9.897,-4253.46,-13.7457,-54.72,True
1,187.68,-4278.38,3.86249,-1567.74,9.7302,-2.6389,-6.949,5187.44,35297.229,-1.82,8823.96,-2.4864,1,0.6051,9.7677,-1799.5,-10.419,-4664.13,-15.5358,,True
1,175.162,-4349.96,6.02,-2758.1,11.7339,-2.4049,-4.6977,4672.64,35224.2,-3.82,8636.28,-2.36507,0,0.19203,13.5474,-2623.94,-7.4355,-1723.95,-12.95349,,False
1,167.338,-4175.87,4.7074,-2507.34,9.263655,-2.4275,-6.398,5626.86,35254.56,-3.82,8977.66,-2.638,0,1.457,19.029,-1848.52,-6.8262,-4699.05,-16.362,-54.15,True
1,171.842,-4446.66,4.3519,-2428.44,10.3752,-4.544,-5.177,5786.726,35242.26,-3.82,8731.42,-3.824,1,0.14543,0.435,-1847.36,-6.9144,-4578.45,-14.8113,,True
0,173.754,-3394.66,4.4888,-2665.19,9.2417757,-3.558,-4.8028,5438.24,35338.17,-1.82,8690.68,-2.761,0,2.55,-16.95,-1841.22,-10.401,-3161.55,-19.422,-50.67,True
0,174.484,-2664.26,5.118,-2621.54,12.636,-2.7273,-4.6036,5872.98,35508.81,-1.82,9741.06,-4.154,1,1.355,0.987,-1800.98,-5.2593,-4529.91,-16.98,,True
1,174.892,-4296.38,4.627,-2460.44,11.748,-3.18,-5.0793,6137.44,35231.34,-3.82,8668.9338,-2.9636,0,0.14128,15.939,-1781.326,-14.64,-5313.15,-19.875,,False
1,168.386,-2534.26,4.829,-2732.84,9.44085,-2.5873,-4.6129,5812.78,35045.73,-3.82,8776.28,-2.8129,1,1.181,19.113,-1708.34,-11.898,-5080.35,-15.264,,True
0,173.224,-2314.26,4.0076,-1635.74,11.8587,-2.4447,-4.5687,5300.64,35513.97,-1.82,8869.66,-2.4557,0,0.8468,19.437,-2770.34,-4.78383,-2072.55,-13.4262,,True
1,194.14,-4037.26,4.2062,-2198.64,14.802,-2.7182,-6.405,6198.24,35288.657,-3.82,8758.4,-3.352,0,0.3258,12.657,-1845.2,-6.4572,-4644.81,-16.323,-48.66,False
0,174.102,-3618.26,3.9639,-3240.34,12.411,-4.363,-4.906,5846.62,35287.579,-1.82,8396.26,-3.383,0,0.3635,20.328,-1727.22,-5.1012,-4800.75,-19.185,-45.27,True
0,186.24,-4200.28,5.211,-2821.03,9.42234,-3.362,-4.799,5286.24,35441.64,-1.82,9080.06,-2.7123,0,0.13006421,19.224,-1655.02,-6.5964,-3929.25,-13.2084,,False
0,191.7,-4112.96,5.747,-2761.63,9.6603,-2.9309,-5.592,5543.44,35316.795,-1.82,9061.86,-2.7007,0,0.9063,15.864,-1555.14,-6.7608,-4968.45,-13.5531,,True
0,190.74,-4191.58,3.9322,-1129.74,9.8373,-2.1902,-6.774,5294.04,35443.32,-3.82,8756.2,-5.982,0,0.19953,16.827,-2358.94,-5.3553,-4370.826,-13.5549,-48.06,True
1,179.806,-4109.36,4.086,-2204.84,14.337,-3.326,-5.0311,5730.16,35168.31,-3.82,8824.32,-2.8547,1,0.22563,1.581,-1808.02,-7.5402,-4639.5,-17.841,,True
0,166.052,-4413.66,4.0029,-2897.24,9.34506,-3.545,-6.286,5528.84,35268.45,-1.82,8490.6,-3.291,0,0.3046,-6.153,-1869.48,-10.371,-4171.77,-14.8917,-48.3,False
0,174.97,-4299.49,4.0449,-1732.74,10.2579,-3.446,-5.503,5673.66,35291.745,-1.82,8797.78,-5.795,1,0.2366,3.687,-1798.6,-14.154,-4451.64,-20.856,-46.83,False
1,168.112,-3812.96,3.9642,-1405.74,11.2371,-2.8167,-4.9441,5508.64,35019.81,-1.82,8724.76,-3.0775,1,1.272,15.102,-5061.54,-8.496,-4012.65,-12.95328,,False
1,202.66,-4410.36,4.4649,-2462.94,13.806,-2.9556,-4.633,5248.84,34945.53,-1.82,8691.1,-3.835,0,0.7429,18.633,-2211.54,-14.295,-4088.85,-14.1123,-47.16,False
0,164.4192,-4025.66,4.2721,-3220.44,11.3313,-4.307,-5.86,5489.24,35379.69,-1.82,9093.46,-3.0104,0,0.5348,-7.284,-1720.72,-6.8067,-4143.78,-17.571,-54.93,True
1,180.712,-5064.56,4.0574,-1738.74,10.7007,-2.3041,-4.50701,5325.24,35510.85,-3.82,8913.06,-2.8017,0,0.3057,21.327,-1866.6,-11.07,-5009.85,-14.3871,,True
0,173.906,-3938.46,4.1702,-2222.04,9.39597,-2.8394,-5.1751,5592.88,35304.201,-1.82,8660.926,-3.385,0,0.1303598,12.4218,-1942.38,-7.968,-4171.86,-15.7326,,True
1,178.27,-4242.541,4.4157,-2873.14,12.1005,-4.194,-4.9403,5730.56,35205.27,-1.82,8722.34,-2.6593,0,0.3955,9.5844,-1728.02,-5.2758,-5226.75,-18.06,,False
1,184.18,-4026.26,7.117,-2741.477,12.759,-4.106,-5.611,5641.3,35140.41,-3.82,8726.8,-2.9506,1,0.1308526,31.308,-1860.2,-7.0266,-4134.81,-14.9148,-44.64,False
0,209.24,-4550.36,4.3032,-2789.46,9.244527,-4.385,-5.2224,5413.84,35375.82,-3.82,8675.132,-3.669,1,1.807,9.9141,-2056.34,-6.2118,-3933.75,-14.061,,False
1,212.1,-978.26,4.0862,-2228.54,13.701,-2.2538,-4.48906,6146.24,35323.86,-3.82,8999.06,-3.2051,1,1.1176,18.399,-1800.36,-6.5274,-4708.95,-15.945,,True
1,188.24,-3965.56,4.0963,-2193.74,17.01,-2.3561,-5.963,5201.84,35354.22,-3.82,8437.26,-6.4,1,0.1301661,42.09,-1957.68,-6.2805,-4281.42,-16.128,-43.74,False
0,170.978,-3985.16,4.0054,-1866.04,10.9521,-2.5862,-5.433,5888.36,35256.6,-1.82,9056.46,-5.558,1,0.5783,2.574,-2459.34,-6.4641,-4468.95,-13.02531,,True
0,209.98,-4329.74,3.9367,-4008.74,13.098,-2.4801,-5.66,4274.04,35232.63,-1.82,8579.06,-3.422,0,0.4183,-5.784,-1757.582,-6.4593,-4104.99,-14.361,,False
1,172.362,-4367.76,5.179,-2604.84,9.7362,-2.521,-7.399,6021.04,35578.74,-1.82,8837.52,-3.0779,0,0.7374,27.924,-1761.434,-8.715,-5235.15,-22.68,,False
0,197.68,-1915.26,4.0164,-1808.54,12.993,-2.1314,-4.5356,4693.44,35294.37,-1.82,8425.26,-5.393,1,0.131158,16.626,-1922.1,-5.3748,-4302.12,-16.527,,True
1,176.696,-4582.46,5.489,-2604.54,9.8013,-3.221,-4.7368,5268.44,35211.39,-3.82,8966.86,-2.7875,1,0.18709,35.427,-2026.34,-8.331,-3583.05,-14.9043,-49.17,True
1,219.8,-3697.46,5.287,-2540.14,13.809,-2.7461,-5.2521,6264.44,35311.902,-3.82,8798.82,-3.683,0,0.3581,0.018,-1884.04,-7.983,-4601.46,-15.903,-45.57,False
1,169.39,-4334.28,4.808,-2908.24,19.863,-2.2624,-4.8022,3526.24,35281.266,-3.82,8135.06,-2.5713,0,0.2663,-13.197,-1750.932,-5.0475,-3620.85,-14.6985,-45.45,False
1,266.74,-4075.76,4.1976,-3175.94,14.193,-2.4221,-7.154,5390.24,35243.04,-3.82,9422.86,-3.904,1,0.17761,25.911,-1427.74,-5.748,-4602.12,-14.0169,-49.92,True
1,189.9,-3185.26,4.7222,-2818.24,12.159,-2.1444,-4.7364,2118.24,35383.59,-1.82,8539.7,-2.8563,1,0.4601,11.6787,-1827.94,-7.4598,-3613.35,-17.259,-46.77,False
1,179.84,-5047.86,5.278,-2592.74,11.0229,-4.328,-4.7537,5777.923,35327.4,-3.82,9022.06,-3.1997,1,0.5041,18.348,-1998.14,-6.8238,-4869.45,-13.1751,,True
1,166.684,-2587.26,4.5836,-2463.34,10.6824,-3.819,-4.5942,6051.24,35426.67,-3.82,8614.96,-2.6616,0,2.069,21.75,-1785.106,-10.107,-5644.35,-24.96,-50.82,False
1,172.048,-3951.36,4.0918,-2406.54,9.29991,-2.6401,-5.4051,5780.064,35122.77,-3.82,8757.5,-2.5365,1,0.16581,-11.145,-1795.74,-12.18,-5335.65,-14.7621,-48.96,True
1,210.4,-3925.66,5.269,-2862.74,10.5747,-2.3409,-5.139,4480.04,35243.16,-1.82,9535.46,-2.9577,0,5.948,-3.54,-1643.38,-5.4312,-4507.95,-14.9661,,True
1,248.4,-4114.86,5.928,-2717.55,11.7009,-2.08337,-5.152,-4323.76,35306.619,-3.82,11663.26,-2.5903,1,0.3489,8.1762,-1834.68,-4.9713,-3778.05,-15.3063,-49.5,True
1,166.166,2054.74,4.1374,-2525.84,14.778,-2.1416,-4.47073,6866.24,35272.002,-1.82,8601.86,-2.36813,0,4.621,7.011,-1840.6,-6.6636,-6285.75,-14.6556,-48.99,True
0,169.982,-4675.66,4.2959,-2686.71,14.217,-3.0006,-4.6344,5197.64,35257.05,-3.82,8943.06,-4.668,0,0.4422,13.9422,-1813.1,-8.967,-4364.22,-13.8453,,False
0,178.016,-3004.26,4.034,-1884.84,13.77,-2.8366,-4.7091,6000.44,34702.53,-3.82,8826.14,-2.9962,0,0.21396,26.406,-1828.62,-10.935,-4935.45,-14.5812,-49.86,True
1,174.746,-4045.76,4.3336,-2182.64,9.9369,-2.6388,-5.863,6559.04,35254.08,-1.82,8183.26,-3.878,1,0.2953,6.927,-1803.26,-4.8837,-4646.34,-22.635,-48.72,False
0,175.876,-4412.46,6.155,-2788.43,9.6315,-3.437,-6.504,5545.84,35241.93,-1.82,9083.06,-3.685,1,0.17282,12.2319,-1671.46,-5.5938,-4637.85,-15.993,-43.65,False
1,164.6658,-4083.86,3.9317,-2573.24,9.9138,-2.2166,-5.2008,5485.84,35288.92,-3.82,8438.26,-2.854,0,0.13000441,-3.375,-1814.92,-6.6111,-4454.88,-15.6852,,False
1,188.82,-4208.33,4.6344,-2694.71,14.07,-2.1425,-5.677,8938.24,35146.2,-1.82,8521.82,-2.9377,0,0.5286,19.869,-1706,-9.567,-5219.85,-14.2494,,False
0,182.584,-2084.26,5,-2879.64,12.336,-3.714,-4.6233,5744.6,35395.32,-1.82,7467.86,-3.1971,0,0.3707,-4.857,-1601.38,-4.8711,-4499.49,-13.7496,-52.5,True
0,227.54,-3773.26,4.3399,-2443.94,10.4532,-5.516,-4.9194,5818.52,35237.46,-3.82,8587.2,-3.816,0,0.131274,-26.46,-1895.28,-6.2256,-4498.44,-14.7903,,False
1,228.34,-4374.76,3.9899,-1666.74,12.864,-2.5943,-4.9385,6074.44,35311.605,-1.82,8578.78,-4.151,0,0.13268,20.784,-1793.54,-5.8125,-4560.06,-22.158,-44.64,False
0,187.66,-4298.23,3.9268,-1308.74,10.0689,-2.2987,-6.962,4282.44,35523.87,-1.82,8857.88,-2.37321,1,0.22581,7.236,-1868.78,-6.4296,-1269.75,-17.424,,False
0,208.76,-4281.02,4.1089,-2135.04,9.5514,-2.1422,-5.423,6880.24,35300.16,-1.82,8628.4,-2.9855,1,0.8157,-2.418,-1797.24,-9.429,-4730.25,-21.552,-49.8,False
0,182.602,-3840.36,3.9374,-1377.74,10.8162,-2.265,-5.2137,7517.44,35269.032,-3.82,8471.86,-2.8964,0,0.3395,25.002,-1805.7,-5.6175,-5052.75,-17.853,,True
1,197.44,-3682.16,5.735,-2749.954,15.855,-2.4798,-4.9594,4698.24,35629.53,-3.82,8932.06,-3.956,1,1.806,27.114,-1903.92,-6.9342,-4206.93,-14.2395,-52.62,True
1,170.612,-3407.56,4.7387,-2921.14,9.53913,-3.69,-4.7486,5473.44,35296.293,-3.82,8753.86,-5.728,1,0.6827,3.891,-1737.42,-12.837,-4363.71,-17.742,-54.24,True
1,176.644,-4123.66,4.051,-3241.14,11.3847,-2.4055,-4.9508,5069.04,35317.179,-3.82,14183.26,-3.86,1,2.059,0.324,-1372.74,-4.74855,-4637.25,-13.8225,,True
1,196.04,-4146.72,4.0139,-3290.14,11.9133,-3.0062,-5.723,5815.84,35297.898,-3.82,7963.46,-2.6525,1,0.14826,26.901,-1660.14,-5.1546,-5362.95,-15.1686,-48.12,False
0,192.42,-2871.26,4.858,-2761.65,10.6461,-2.7458,-4.616,4889.44,35284.23,-3.82,8782.44,-4.003,0,0.21677,13.5573,-1923.8,-13.962,-4179.72,-13.8975,-50.43,True
1,169.842,-4301.88,4.4329,-2856.94,9.53025,-2.5511,-5.957,5193.84,35575.41,-3.82,9146.66,-4.451,0,0.14591,14.436,-1724.02,-6.9048,-4567.02,-20.199,-46.14,True
1,187.68,-3834.66,4.5013,-2548.74,10.9491,-2.2732,-4.6814,4674.04,35477.73,-1.82,8650.414,-2.6854,0,0.19709,10.0821,-2123.14,-8.28,-3691.35,-14.0226,,False
0,213.4,-2838.26,7.817,-2744.399,13.134,-2.9888,-4.5723,5343.64,35236.95,-1.82,8981.86,-2.6161,1,1.277,10.4919,-1853.74,-6.5088,-3774.75,-14.6601,,True
0,165.4024,-4885.56,6.242,-2748.916,10.4196,-2.2012,-4.6299,5134.84,33976.23,-1.82,8645.18,-2.35681,0,0.3812,-9.738,-1759.892,-14.214,-7485.75,-16.722,,False
0,195.28,-4273.29,4.933,-2810.13,13.665,-2.3682,-5.2496,4966.44,35190.09,-3.82,9938.66,-4.744,1,0.5535,12.6624,-1348.14,-5.3595,-4535.76,-13.521,-51.84,True
1,182.994,-3687.26,5.552,-2656.68,9.8847,-2.3397,-4.7631,4207.44,37843.83,-3.82,8876.06,-2.6683,1,2.026,3.909,-2254.14,-9.633,-3501.45,-13.6269,-53.13,True
0,166.752,-4427.46,5.417,-2857.94,11.2887,-3.52,-5.1674,5134.84,35326.08,-1.82,8560.96,-2.985,0,0.6341,13.0194,-1805.68,-5.6652,-3418.35,-17.601,,False
1,176.242,-4096.16,3.9004,-3291.34,11.3499,-2.3669,-6.716,3530.24,35483.88,-3.82,8846.44,-2.863,0,0.9169,36.684,-1801.98,-10.107,-3478.95,-18.93,,True
0,194.08,-3888.46,5.433,-2743.251,11.703,-2.7656,-5.388,6410.24,35751.63,-3.82,7823.86,-3.844,1,0.139905,9.3495,-1516.94,-4.9329,-4826.55,-13.7352,,False
1,178.54,-4522.46,6.24,-2759.64,10.3836,-2.5715,-4.6765,4515.84,35261.241,-1.82,9007.46,-2.605,1,0.3932,13.7073,-1781.568,-7.686,-3707.25,-16.842,-51.15,True
1,168.018,-3744.26,3.9623,-1700.74,10.9218,-2.4034,-5.0185,5275.84,35344.41,-1.82,8468.86,-2.6136,0,0.94,12.228,-2704.94,-5.3679,-3316.05,-13.3719,,True
0,172.644,-2596.26,4.969,-2708.69,11.2887,-5.112,-4.5778,5572.44,35320.77,-3.82,11549.26,-3.943,0,0.19089,13.5396,-3191.34,-4.9662,-4152.21,-12.97044,-50.97,True
0,168.632,-4008.66,4.113,-2836.57,11.7816,-2.2435,-5.777,4527.84,35380.74,-3.82,8613.36,-2.769,1,0.2976,37.782,-1830.28,-11.901,-3817.95,-16.518,-48.54,False
1,199.06,-4057.26,4.0346,-3564.44,9.6261,-2.635,-6.102,5138.44,35369.58,-3.82,8435.06,-2.4183,0,1.311,9.6246,-1756.406,-6.3459,-2628.75,-16.782,,False
1,168.472,-4310.28,5.064,-2819.9,10.4394,-4.881,-6.207,5495.24,35303.931,-3.82,10313.46,-3.786,0,0.131084,-0.618,-1825.18,-4.85208,-4112.1,-14.8389,-51.72,True
0,176.818,-3239.06,4.0321,-2085.54,11.0472,-3.719,-4.7338,5854.4,35130.15,-3.82,8923.66,-2.7412,0,0.16642,7.476,-1771.0058,-8.727,-5323.35,-15.876,,True
1,167.268,-3909.16,4.2152,-2221.14,18.813,-3.273,-5.3025,5420.44,35344.35,-3.82,9314.06,-4.021,1,0.6062,4.032,-2131.14,-6.5046,-4189.35,-14.1699,-55.83,True
0,165.0242,-4872.66,5.298,-2583.64,12.27,-2.8076,-4.6551,5048.24,35776.53,-1.82,8640.18,-2.5255,1,0.20196,-6.045,-2585.74,-14.862,-1347.75,-13.8087,-43.77,False
1,166.44,-3779.06,5.639,-2599.14,10.6569,-2.6825,-4.9081,5667.04,34870.53,-3.82,8680.532,-2.9663,0,0.19307,15.024,-2091.34,-7.182,-4075.65,-14.6448,-51.36,False
0,171.99,-4127.36,3.9418,-1101.74,10.6395,-3.595,-5.714,5740.76,35306.82,-1.82,8794.12,-3.8,1,0.16081,-10.539,-4465.54,-4.9941,-4322.28,-12.96522,-47.34,True
0,187.32,-4121.56,4.6732,-2833.16,14.628,-2.2273,-6.073,5701.44,35250.42,-3.82,8644.36,-2.7178,0,2.415,-7.431,-1725.18,-6.903,-5049.15,-16.86,-56.13,True
0,167.336,-4252.6,4.6213,-2654.58,10.9806,-2.2965,-5.3741,4595.84,35269.473,-1.82,8991.06,-2.4918,0,0.5893,57.33,-1802.42,-6.7743,-4487.22,-16.14,-49.2,False
1,182.626,-3993.16,3.9741,-926.74,10.1199,-3.069,-6.222,5562.64,36491.13,-1.82,8763.18,-3.0287,1,0.6328,20.268,-2219.34,-12.504,-3829.05,-14.4501,,True
1,168.11,-4095.86,3.85503,104.26,9.4677,-3.214,-6.959,5874.92,35275.26,-3.82,9399.86,-2.5496,0,0.8071,-8.082,-1819.76,-5.991,-5716.65,-14.4894,,True
1,196,-3401.46,3.9436,-3041.44,13.275,-2.3003,-4.7631,3935.04,35352.63,-1.82,8684.06,-4.482,1,0.14032,28.743,-2048.34,-11.49,-4205.13,-13.6242,-45.75,False
0,239.54,-4347.76,5.148,-2714.39,12.0624,-2.4862,-5.402,5158.64,35232.84,-3.82,12279.26,-2.42,1,0.17024,15.285,-1772.198,-4.72947,-5377.65,-15.3429,-53.19,True
0,183.148,-4005.76,5.106,-2520.94,11.1906,-2.1308,-5.191,7003.44,35231.4,-3.82,8978.26,-2.9085,1,0.1675,31.647,-1836.64,-6.6048,-4726.95,-18.033,-54.39,True
0,175.95,-3685.76,5.414,-2789.49,10.7229,-2.2764,-4.9368,3830.44,35238.21,-1.82,10751.26,-4.087,1,0.7414,8.9358,-1868.24,-4.78926,-4249.95,-13.6443,,True
1,203.62,-4297.23,3.86143,-3157.74,13.542,-2.5485,-5.1405,4945.44,35669.43,-3.82,8576.24,-2.7367,1,0.136906,13.5888,-2144.14,-6.4791,-3876.15,-13.2141,,False
0,186.48,-5360.26,4.0361,-1792.84,10.662,-2.691,-4.551,5493.64,35059.92,-3.82,8390.06,-2.6189,0,0.9312,-25.32,-2682.14,-6.144,-3688.65,-13.4034,,False
1,173.01,-2654.26,4.6708,-2827.1,13.89,-2.5859,-4.6245,5250.84,35489.97,-3.82,8566.34,-2.7063,1,1.152,-5.514,-2049.54,-10.779,-3583.05,-13.5672,-45.99,False
0,164.4424,-3884.36,3.9067,-1622.74,9.5493,-3.829,-5.0371,5910.58,35196.3,-1.82,8976.26,-3.703,0,0.8061,13.272,-1756.526,-5.9559,-4740.75,-14.9715,,True
0,187.82,-3989.86,5.97,-2768.11,11.5929,-2.6089,-5.1103,5435.84,36021.33,-3.82,14729.26,-4.061,1,0.2761,8.8854,-1727.96,-4.78605,-4618.62,-20.454,,True
0,166.984,-4171.46,3.9877,-2638.84,10.4706,-2.3715,-6.226,7043.44,37196.43,-3.82,8354.06,-2.8553,0,0.21119,14.184,-1701.62,-7.281,-5431.95,-14.8623,,False
1,218.06,-3709.06,6.801,-2666.53,9.250272,-3.628,-4.5271,5678.78,35264.805,-3.82,8781.48,-2.7008,0,0.4451,30.306,-1787.726,-17.415,-4839.75,-24.366,,True
1,183.62,1060.74,4.3595,-2832.35,13.458,-4.206,-4.50139,5759.874,35205.48,-3.82,8617.1,-2.7322,0,0.9201,8.2209,-1758.834,-5.3991,-4526.79,-13.2828,-45.36,False
1,239.2,-4066.76,4.0075,-3343.04,11.3523,-2.6539,-5.783,5594.08,35268.255,-1.82,8526.74,-5.143,0,0.2539,46.92,-1731.32,-7.0713,-4433.7,-16.449,-54.24,True
1,193,-3968.06,3.88441,-1613.74,17.205,-4.336,-5.809,5646.34,34677.93,-1.82,8443.86,-3.2156,1,0.19128,21.024,-1939.94,-5.7162,-3875.85,-15.888,-48.18,False
1,184.28,-4311.55,4.042,-2950.14,14.181,-2.5409,-5.992,4702.24,35285.175,-3.82,8293.46,-2.4913,1,0.2832,26.502,-1809.44,-5.0715,-2778.45,-17.256,-48.66,False
0,176.076,-4393.56,6.561,-2788.69,11.5209,-2.907,-5.678,5506.04,35277.999,-3.82,9796.46,-2.734,1,0.130248,23.847,-1619.7,-5.5704,-5684.55,-16.242,,True
0,175.8,1262.74,4.852,-2565.44,12.648,-2.611,-4.46707,5407.44,35220.84,-3.82,8568.48,-2.8598,0,1.754,11.7894,-4441.54,-5.2155,-3721.95,-12.99867,-46.71,True
0,274.86,-4222.59,5.713,-2802.24,15.063,-2.8563,-6.852,5000.24,35335.14,-3.82,8755.52,-2.4722,0,2.112,10.5504,-1719.8,-15.333,-3474.45,-14.2383,-53.25,False
1,193.64,-4225.21,7.395,-2748.904,13.56,-2.2203,-4.926,4324.84,35278.122,-1.82,9179.06,-4.224,1,0.14002,13.2804,-1731.14,-6.504,-4515.66,-16.647,-52.98,True
1,175.376,-3977.56,6.568,-2685.63,9.8175,-2.4735,-5.543,6079.04,35353.86,-1.82,8827.16,-2.5473,1,0.14676,-5.205,-1789.62,-10.053,-5837.85,-15.912,-49.44,True
0,170.9,-4427.76,4.895,-2815.99,10.8879,-2.5897,-5.4099,5332.04,35325.81,-1.82,8565.3,-2.4338,1,0.132542,24.66,-1682.74,-8.028,-5099.85,-13.6977,,False
1,179.266,-4261.2,4.3345,-2279.74,9.41385,-2.4726,-6.111,5042.44,35175.3,-1.82,9549.06,-3.646,0,0.1302544,23.832,-2277.34,-5.205,-4222.59,-13.8057,-47.97,False
1,171.92,-3994.76,5.984,-2720.08,11.0703,-2.3082,-4.537,4971.44,35264.097,-1.82,8552.46,-2.4244,0,2.266,18.981,-1883.24,-5.8227,-3666.15,-14.7501,-45.96,False
0,166.28,-3429.26,3.9102,-1282.74,10.1862,-2.3998,-4.8401,3814.64,35272.059,-3.82,9083.06,-3.442,1,0.14777,6.468,-1953.94,-6.7005,-3694.05,-16.638,-45,True
1,188.64,-3994.66,5.067,-2779.72,10.7436,-2.2016,-5.631,3140.24,35135.67,-1.82,8710.54,-2.3976,1,4.639,2.799,-1824.74,-5.5197,-867.75,-16.881,-45.42,False
1,167.88,-3753.36,4.6768,-2934.54,10.6521,-2.5595,-5.222,5678.6,35257.14,-1.82,8630.4,-3.574,1,0.13004542,1.299,-1713.76,-6.1686,-4571.16,-17.679,,False
0,180.588,-3675.46,4.195,-2744.696,12.0765,-2.4819,-4.5354,5130.84,35363.07,-3.82,9276.26,-3.595,0,1.0094,7.545,-1759.414,-6.2874,-4536.87,-24.213,-51.87,False
0,185.42,-3636.06,4.0509,-1812.54,12.0159,-2.7219,-4.8919,5563.24,35260.986,-1.82,8826.26,-2.4608,0,1.147,21.981,-2037.14,-8.391,-3450.45,-14.5743,-55.14,True
0,219.52,-4304.06,4.1283,-2868.24,11.7231,-6.133,-4.9076,5757.724,35193.57,-3.82,8638.3,-4.002,0,0.135457,14.0385,-1712.08,-11.256,-4537.53,-14.6904,-49.86,False
1,196.4,-4291.09,3.9046,-4852.74,12.693,-2.213,-5.761,4367.84,35317.554,-3.82,9144.46,-4.887,0,1.276,-12.093,-1166.54,-6.4578,-4613.1,-13.9011,,True
0,166.07,-3785.36,5.459,-2795.41,10.2657,-3.409,-4.9107,5892.54,35491.05,-3.82,7967.06,-3.445,0,1.446,17.376,-1699.32,-4.9146,-4783.65,-16.497,,True
0,244.74,-4527.86,5.363,-2793.51,10.5333,-2.8258,-4.7645,4934.44,38000.73,-3.82,8678.69,-4.24,0,1.847,1.305,-1871.46,-7.4283,-4184.88,-14.5125,,False
1,163.8824,-4001.16,4.814,-2448.24,11.6463,-4.231,-6.295,6013.84,35214.09,-3.82,8716.64,-2.5632,1,1.485,10.5255,-2485.94,-8.127,-6060.15,-13.1739,-47.73,False
1,178.762,-3759.06,4.0156,-1924.64,13.527,-2.1467,-5.3067,3626.24,35267.847,-1.82,7895.66,-2.8017,0,0.2331,15.093,-1873,-4.81422,-3372.75,-19.218,,True
1,179.148,-4931.26,5.701,-2636.64,14.496,-2.6964,-4.5605,5445.84,35302.11,-1.82,8616.54,-2.8369,0,0.16974,20.013,-1808,-7.737,-4019.55,-25.797,-48.42,False
0,178.024,-4242.91,4.7488,-2749.471,11.8935,-2.1614,-5.196,7009.04,35323.08,-3.82,9020.66,-3.1719,1,0.6266,19.878,-1676.86,-5.052,-5076.15,-15.7677,,False
0,188.14,-4264.56,4.0242,-3074.64,9.7617,-2.09541,-5.957,-2385.76,34950.63,-1.82,8657.898,-2.4025,1,1.363,17.037,-1841.9,-13.827,-1784.25,-14.4426,,False
0,171.216,-4088.16,4.1211,-2270.64,12.912,-2.1642,-6.173,6535.44,35313.408,-3.82,8773.58,-2.9432,0,0.3151,-4.056,-1781.178,-10.779,-4861.35,-20.895,-55.32,True
1,165.138,-4259.34,4.0663,-2545.84,10.2207,-3.233,-6.798,5892.72,35268.696,-3.82,8631.14,-2.8997,0,0.131497,27.876,-1734.98,-5.6316,-5167.95,-15.861,-44.82,False
0,232.16,-4368.76,5.668,-2780.12,12.315,-4.093,-5.903,5662.62,34852.53,-1.82,8506.1,-3.581,0,0.4628,23.922,-1859.76,-9.222,-4393.8723,-13.131,,False
